Landmark,X,Y
61,196,437
146,201,443
91,208,452
181,218,461
84,230,468
17,244,471
314,259,472
405,272,469
321,284,464
375,292,459
291,298,454
185,203,437
40,211,437
39,221,437
37,235,437
0,249,443
267,264,442
269,277,447
270,286,450
409,293,452
78,200,438
95,208,442
88,215,444
178,224,447
87,235,450
14,247,453
317,259,454
402,270,455
318,279,455
324,286,455
308,294,455
191,208,441
80,215,444
81,224,447
82,235,450
13,247,453
312,260,454
311,270,455
310,279,455
415,286,455
