Landmark,X,Y
61,225,470
146,230,476
91,237,484
181,246,493
84,258,501
17,272,504
314,286,504
405,298,500
321,308,493
375,315,488
291,321,483
185,232,470
40,240,471
39,251,471
37,265,470
0,279,475
267,292,474
269,302,477
270,310,480
409,316,481
78,229,471
95,236,474
88,243,476
178,253,479
87,263,482
14,275,485
317,286,485
402,296,485
318,303,484
324,309,484
308,316,484
191,237,474
80,244,476
81,253,479
82,264,482
13,276,484
312,287,485
311,296,485
310,303,485
415,309,484
