Landmark,X,Y
61,211,472
146,215,479
91,220,486
181,228,496
84,240,503
17,254,506
314,268,506
405,282,501
321,292,494
375,298,488
291,304,483
185,217,472
40,224,471
39,233,470
37,245,468
0,258,473
267,272,471
269,284,476
270,292,479
409,298,481
78,215,474
95,222,476
88,228,477
178,236,480
87,245,482
14,256,484
317,268,485
402,277,484
318,285,484
324,291,484
308,299,484
191,223,476
80,229,478
81,237,479
82,246,482
13,257,484
312,268,484
311,277,484
310,285,484
415,291,484
