Landmark,X,Y
61,226,471
146,231,477
91,237,485
181,246,495
84,258,502
17,272,506
314,286,506
405,298,502
321,308,495
375,314,489
291,320,485
185,233,471
40,241,472
39,252,472
37,267,472
0,280,477
267,293,476
269,303,479
270,310,482
409,315,483
78,230,472
95,237,475
88,244,477
178,253,480
87,264,484
14,276,486
317,287,487
402,296,487
318,303,486
324,309,486
308,316,485
191,238,475
80,245,478
81,254,480
82,265,483
13,277,486
312,287,487
311,296,487
310,303,487
415,309,486
