Landmark,X,Y
61,228,418
146,233,425
91,239,432
181,248,441
84,261,449
17,276,454
314,291,456
405,305,455
321,317,451
375,325,447
291,332,443
185,235,418
40,243,419
39,254,419
37,270,421
0,284,427
267,299,428
269,312,433
270,320,437
409,327,440
78,232,420
95,240,423
88,247,425
178,257,429
87,268,433
14,281,436
317,293,439
402,304,440
318,313,441
324,320,442
308,328,443
191,240,423
80,247,425
81,257,429
82,268,432
13,281,436
312,293,439
311,304,440
310,313,441
415,320,442
