Landmark,X,Y
61,202,489
146,206,495
91,212,502
181,221,510
84,232,515
17,245,518
314,258,517
405,270,513
321,279,507
375,286,501
291,291,496
185,207,489
40,214,489
39,222,488
37,234,487
0,246,491
267,259,488
269,271,491
270,279,493
409,285,495
78,206,490
95,213,493
88,218,495
178,226,497
87,235,499
14,246,500
317,256,500
402,266,499
318,273,499
324,279,498
308,287,497
191,213,493
80,219,495
81,226,496
82,235,499
13,246,500
312,257,500
311,266,499
310,274,499
415,280,498
