Landmark,X,Y
61,211,477
146,215,483
91,220,491
181,229,501
84,240,508
17,253,511
314,268,511
405,280,507
321,290,500
375,297,494
291,302,489
185,216,477
40,223,476
39,231,476
37,244,475
0,257,480
267,270,478
269,283,483
270,291,486
409,297,488
78,215,478
95,222,481
88,228,483
178,235,486
87,244,489
14,255,491
317,267,492
402,276,491
318,284,491
324,290,490
308,298,490
191,222,481
80,228,483
81,236,486
82,245,488
13,256,491
312,267,491
311,276,491
310,284,491
415,290,491
