Landmark,X,Y
61,224,469
146,229,476
91,235,484
181,245,493
84,256,500
17,270,503
314,284,503
405,296,499
321,306,492
375,313,487
291,319,482
185,231,469
40,239,470
39,249,469
37,263,469
0,276,473
267,289,472
269,300,476
270,308,479
409,314,480
78,228,471
95,236,473
88,242,475
178,251,478
87,261,481
14,273,484
317,284,484
402,294,484
318,301,483
324,307,483
308,315,483
191,236,474
80,243,476
81,252,478
82,262,481
13,274,483
312,284,484
311,294,484
310,301,484
415,307,483
