Landmark,X,Y
61,192,493
146,196,500
91,201,507
181,210,516
84,222,523
17,237,526
314,251,525
405,264,520
321,273,513
375,279,507
291,284,502
185,197,493
40,204,492
39,213,490
37,226,488
0,240,492
267,253,490
269,265,494
270,273,498
409,279,500
78,196,495
95,204,497
88,210,499
178,217,501
87,227,504
14,238,506
317,250,505
402,259,505
318,266,504
324,272,503
308,279,503
191,204,496
80,210,498
81,218,499
82,227,501
13,238,503
312,249,503
311,258,503
310,266,503
415,272,503
