Landmark,X,Y
61,232,417
146,237,424
91,243,432
181,252,442
84,264,450
17,279,455
314,294,457
405,308,456
321,319,451
375,328,447
291,335,442
185,239,417
40,247,419
39,258,420
37,274,421
0,288,427
267,303,428
269,315,433
270,323,437
409,330,440
78,236,419
95,244,422
88,251,425
178,260,429
87,272,433
14,284,437
317,296,439
402,307,440
318,316,441
324,322,442
308,330,442
191,244,422
80,251,425
81,261,429
82,272,433
13,284,437
312,296,439
311,307,440
310,315,441
415,322,442
