Landmark,X,Y
61,225,434
146,230,441
91,235,450
181,243,460
84,254,469
17,268,474
314,282,476
405,296,473
321,307,468
375,315,464
291,322,460
185,232,436
40,239,438
39,249,439
37,263,441
0,276,448
267,290,448
269,302,453
270,310,456
409,316,458
78,229,437
95,236,440
88,243,444
178,251,448
87,261,452
14,273,457
317,284,458
402,295,459
318,303,460
324,310,460
308,317,460
191,236,441
80,243,444
81,251,448
82,261,452
13,273,456
312,284,458
311,294,459
310,303,460
415,310,460
