Landmark,X,Y
61,206,481
146,210,487
91,216,493
181,225,501
84,236,507
17,249,509
314,263,509
405,275,506
321,284,500
375,290,495
291,294,490
185,211,481
40,218,480
39,227,479
37,239,478
0,252,482
267,265,480
269,276,484
270,284,487
409,289,489
78,210,482
95,217,485
88,223,486
178,231,488
87,240,490
14,251,492
317,261,492
402,270,492
318,278,492
324,283,491
308,290,491
191,217,484
80,223,486
81,231,488
82,240,490
13,251,492
312,262,492
311,270,492
310,278,492
415,283,491
