Landmark,X,Y
61,216,480
146,220,486
91,225,493
181,234,503
84,244,510
17,258,513
314,272,513
405,284,508
321,294,501
375,301,496
291,307,491
185,221,480
40,228,480
39,237,479
37,249,477
0,262,482
267,275,480
269,287,485
270,295,488
409,301,490
78,220,481
95,227,483
88,233,485
178,240,488
87,249,490
14,260,493
317,271,493
402,281,493
318,289,492
324,295,492
308,302,492
191,227,484
80,233,485
81,241,487
82,250,490
13,260,492
312,271,493
311,281,493
310,289,493
415,295,492
