Landmark,X,Y
61,232,432
146,236,440
91,242,448
181,250,458
84,260,467
17,274,472
314,289,474
405,302,471
321,313,466
375,321,462
291,328,457
185,239,434
40,246,435
39,256,437
37,270,438
0,283,445
267,297,445
269,309,450
270,316,453
409,323,456
78,236,435
95,243,438
88,249,442
178,258,446
87,268,450
14,279,454
317,291,456
402,301,457
318,310,457
324,316,457
308,324,458
191,243,439
80,249,442
81,258,446
82,268,450
13,279,454
312,291,456
311,301,457
310,310,458
415,316,458
