Landmark,X,Y
61,218,462
146,222,469
91,227,477
181,235,486
84,246,494
17,259,497
314,274,497
405,286,492
321,296,485
375,303,479
291,308,474
185,224,462
40,230,462
39,239,461
37,252,459
0,264,464
267,278,462
269,289,467
270,297,470
409,303,472
78,222,463
95,229,466
88,235,468
178,242,471
87,251,474
14,262,476
317,273,476
402,283,476
318,291,475
324,297,475
308,304,475
191,229,466
80,235,468
81,243,470
82,252,473
13,263,476
312,273,476
311,283,476
310,291,476
415,297,476
