Landmark,X,Y
61,229,431
146,233,438
91,239,447
181,247,457
84,258,466
17,271,471
314,286,473
405,300,471
321,311,465
375,319,461
291,326,457
185,235,433
40,243,435
39,252,436
37,266,438
0,279,444
267,294,445
269,306,450
270,314,453
409,320,455
78,233,434
95,240,437
88,246,441
178,255,445
87,265,449
14,276,454
317,288,456
402,299,456
318,307,457
324,314,457
308,322,457
191,240,438
80,246,441
81,255,445
82,265,449
13,276,453
312,288,455
311,299,456
310,307,457
415,314,457
