Landmark,X,Y
61,213,467
146,217,474
91,222,481
181,230,491
84,241,498
17,255,501
314,270,501
405,283,496
321,293,489
375,300,483
291,305,478
185,219,467
40,226,466
39,235,465
37,247,463
0,260,468
267,273,466
269,285,471
270,293,474
409,300,476
78,218,469
95,225,471
88,230,472
178,238,475
87,247,477
14,258,479
317,269,480
402,279,479
318,287,479
324,293,479
308,300,479
191,225,471
80,231,473
81,238,474
82,248,477
13,258,479
312,269,479
311,279,479
310,287,479
415,293,479
