Landmark,X,Y
61,208,484
146,212,490
91,217,497
181,225,505
84,237,511
17,251,514
314,265,513
405,278,509
321,287,502
375,293,496
291,297,491
185,213,483
40,219,481
39,228,478
37,240,476
0,253,479
267,266,478
269,278,482
270,286,486
409,292,489
78,213,485
95,219,487
88,225,489
178,232,491
87,241,493
14,252,495
317,264,495
402,273,494
318,280,493
324,285,493
308,292,492
191,220,486
80,225,486
81,233,487
82,242,488
13,252,489
312,263,490
311,271,490
310,279,491
415,285,492
