Landmark,X,Y
61,227,435
146,231,443
91,237,452
181,245,462
84,256,471
17,271,477
314,285,478
405,298,476
321,309,471
375,317,466
291,324,461
185,233,437
40,241,439
39,252,441
37,266,443
0,279,450
267,293,451
269,305,455
270,312,458
409,319,460
78,230,437
95,238,442
88,244,445
178,253,450
87,264,454
14,276,459
317,287,461
402,297,461
318,306,462
324,312,462
308,320,462
191,238,442
80,244,445
81,253,449
82,264,454
13,276,458
312,287,460
311,297,461
310,306,462
415,312,462
