Landmark,X,Y
61,205,478
146,210,484
91,216,491
181,224,500
84,235,506
17,249,509
314,262,509
405,275,504
321,284,498
375,291,492
291,296,487
185,211,477
40,218,477
39,226,476
37,239,475
0,251,479
267,264,477
269,276,481
270,284,484
409,291,485
78,209,479
95,216,481
88,222,483
178,230,486
87,239,488
14,250,490
317,261,490
402,271,490
318,279,489
324,285,488
308,292,487
191,216,481
80,222,483
81,230,485
82,240,487
13,250,489
312,262,489
311,271,489
310,279,489
415,285,488
