Landmark,X,Y
61,200,489
146,205,495
91,211,503
181,219,511
84,230,518
17,243,521
314,257,520
405,270,516
321,280,509
375,286,503
291,291,499
185,205,488
40,212,488
39,220,487
37,231,486
0,244,490
267,258,488
269,271,492
270,279,495
409,286,497
78,204,490
95,211,493
88,217,495
178,224,497
87,233,499
14,244,501
317,255,501
402,265,501
318,274,500
324,280,500
308,287,499
191,211,493
80,217,494
81,224,497
82,233,499
13,244,501
312,255,501
311,265,501
310,274,500
415,280,500
