Landmark,X,Y
61,236,447
146,241,454
91,247,463
181,256,473
84,268,481
17,283,485
314,297,487
405,309,484
321,320,478
375,328,473
291,335,468
185,244,449
40,252,451
39,263,452
37,278,453
0,291,459
267,305,459
269,316,463
270,323,465
409,329,467
78,240,450
95,248,453
88,255,456
178,264,460
87,275,464
14,288,468
317,299,469
402,309,470
318,317,470
324,323,469
308,330,469
191,248,453
80,255,456
81,264,460
82,275,464
13,288,468
312,299,469
311,309,470
310,316,470
415,323,470
