Landmark,X,Y
61,222,418
146,226,425
91,233,433
181,242,442
84,255,450
17,270,454
314,285,456
405,299,454
321,311,450
375,320,445
291,327,441
185,228,418
40,236,419
39,248,419
37,263,420
0,278,426
267,293,426
269,305,432
270,314,436
409,321,439
78,226,420
95,234,423
88,241,425
178,250,429
87,261,432
14,274,436
317,287,438
402,297,439
318,307,440
324,314,441
308,322,441
191,234,423
80,241,425
81,250,428
82,262,432
13,274,436
312,287,438
311,297,439
310,307,440
415,314,441
