Landmark,X,Y
61,223,473
146,228,479
91,234,486
181,242,495
84,253,502
17,266,505
314,279,505
405,291,501
321,301,494
375,307,489
291,313,485
185,229,473
40,236,473
39,246,472
37,259,471
0,271,475
267,284,474
269,294,478
270,302,481
409,308,483
78,227,474
95,234,476
88,240,478
178,248,481
87,258,483
14,269,486
317,279,486
402,288,486
318,296,485
324,302,485
308,309,485
191,234,477
80,241,478
81,249,480
82,258,483
13,269,485
312,279,486
311,288,486
310,296,486
415,301,486
