Landmark,X,Y
61,202,432
146,207,439
91,214,447
181,224,456
84,236,462
17,250,466
314,264,467
405,277,465
321,289,461
375,296,456
291,303,452
185,209,433
40,217,434
39,227,434
37,241,435
0,255,441
267,269,441
269,282,445
270,291,448
409,297,450
78,206,434
95,214,438
88,220,440
178,230,444
87,240,447
14,252,450
317,265,451
402,275,452
318,284,453
324,291,453
308,299,452
191,214,437
80,221,440
81,230,443
82,240,447
13,253,450
312,265,452
311,276,452
310,285,453
415,291,453
