Landmark,X,Y
61,209,475
146,213,481
91,218,490
181,226,499
84,237,507
17,250,510
314,264,510
405,277,505
321,288,498
375,295,492
291,300,487
185,214,475
40,221,475
39,229,474
37,241,474
0,253,478
267,267,477
269,280,481
270,288,484
409,295,486
78,213,476
95,220,479
88,225,481
178,232,484
87,241,487
14,252,490
317,264,490
402,274,489
318,282,489
324,288,488
308,296,488
191,220,479
80,225,481
81,233,484
82,242,487
13,252,489
312,264,490
311,274,490
310,282,489
415,288,489
