Landmark,X,Y
61,226,431
146,230,438
91,236,447
181,245,458
84,256,466
17,270,472
314,285,474
405,298,471
321,309,466
375,317,461
291,323,457
185,233,433
40,241,435
39,252,437
37,266,439
0,279,445
267,293,446
269,304,450
270,312,453
409,318,455
78,230,433
95,237,437
88,244,441
178,253,445
87,264,449
14,276,454
317,287,456
402,297,456
318,305,457
324,311,457
308,319,457
191,237,437
80,244,441
81,253,445
82,264,449
13,276,453
312,287,455
311,297,456
310,305,457
415,311,457
