Landmark,X,Y
61,232,431
146,236,438
91,241,447
181,249,457
84,259,466
17,273,471
314,288,473
405,301,471
321,313,465
375,321,460
291,328,456
185,238,432
40,245,434
39,255,435
37,269,437
0,282,443
267,296,444
269,308,449
270,316,452
409,322,454
78,235,433
95,242,437
88,249,440
178,257,445
87,267,449
14,278,453
317,290,455
402,300,456
318,309,456
324,315,456
308,323,456
191,242,437
80,249,441
81,257,445
82,267,449
13,278,453
312,290,455
311,300,456
310,309,456
415,316,456
