Landmark,X,Y
61,234,447
146,239,454
91,245,463
181,254,473
84,265,481
17,280,486
314,294,487
405,307,484
321,317,478
375,325,473
291,332,469
185,241,449
40,250,450
39,260,452
37,275,453
0,288,459
267,302,459
269,313,463
270,320,466
409,326,467
78,238,449
95,245,453
88,252,456
178,261,460
87,272,464
14,285,468
317,296,469
402,306,470
318,314,470
324,320,469
308,327,469
191,246,453
80,252,456
81,262,460
82,273,464
13,285,468
312,296,469
311,305,470
310,313,470
415,320,470
