Landmark,X,Y
61,149,466
146,145,474
91,139,483
181,134,495
84,131,510
17,135,525
314,142,537
405,153,544
321,165,548
375,174,550
291,182,551
185,150,473
40,152,481
39,155,490
37,160,503
0,162,518
267,170,529
269,174,537
270,176,543
409,179,547
78,149,471
95,149,479
88,149,487
178,149,496
87,150,507
14,153,519
317,158,528
402,164,535
318,169,540
324,173,543
308,179,549
191,149,479
80,149,487
81,149,496
82,151,507
13,153,519
312,159,528
311,164,535
310,169,540
415,173,544
