Landmark,X,Y
61,262,467
146,259,472
91,255,480
181,251,490
84,250,501
17,253,510
314,260,516
405,270,518
321,280,518
375,288,516
291,294,515
185,266,468
40,270,472
39,274,477
37,280,485
0,283,494
267,291,500
269,294,506
270,295,510
409,295,513
78,264,470
95,265,475
88,265,480
178,266,486
87,268,493
14,271,500
317,276,504
402,281,508
318,285,510
324,288,511
308,291,513
191,265,475
80,266,480
81,267,485
82,269,492
13,272,499
312,277,504
311,282,507
310,285,509
415,288,511
