Landmark,X,Y
61,347,496
146,351,495
91,357,492
181,363,488
84,369,481
17,372,472
314,374,463
405,374,454
321,372,446
375,371,441
291,369,436
185,343,492
40,340,487
39,337,479
37,335,467
0,340,459
267,342,448
269,350,441
270,358,438
409,364,436
78,347,493
95,349,488
88,350,485
178,351,479
87,353,473
14,355,465
317,357,458
402,360,452
318,363,447
324,365,443
308,367,439
191,348,488
80,348,484
81,349,478
82,351,472
13,353,464
312,356,457
311,359,450
310,362,446
415,364,443
