Landmark,X,Y
61,193,433
146,188,440
91,183,447
181,178,458
84,175,471
17,177,485
314,181,498
405,189,508
321,198,514
375,206,518
291,213,521
185,195,438
40,197,445
39,201,453
37,205,464
0,206,477
267,211,489
269,212,501
270,212,509
409,212,515
78,193,437
95,192,445
88,192,451
178,192,460
87,193,469
14,194,480
317,198,490
402,201,499
318,205,506
324,207,511
308,211,517
191,193,444
80,194,451
81,195,459
82,197,468
13,198,479
312,202,489
311,204,498
310,207,505
415,208,511
