Landmark,X,Y
61,173,446
146,167,449
91,160,454
181,151,463
84,144,474
17,141,488
314,141,502
405,146,513
321,154,522
375,161,528
291,166,531
185,173,451
40,172,459
39,171,467
37,170,479
0,165,491
267,167,504
269,167,514
270,166,521
409,166,526
78,172,449
95,169,456
88,167,462
178,164,470
87,161,479
14,159,490
317,160,500
402,161,509
318,162,516
324,164,521
308,165,528
191,169,456
80,167,462
81,164,470
82,162,479
13,159,490
312,160,500
311,161,509
310,162,516
415,163,521
