Landmark,X,Y
61,147,467
146,143,475
91,138,484
181,133,497
84,131,512
17,135,526
314,142,538
405,153,545
321,165,548
375,175,550
291,183,551
185,148,474
40,150,482
39,153,491
37,158,504
0,161,519
267,169,529
269,174,538
270,177,543
409,180,547
78,147,472
95,147,480
88,147,487
178,147,497
87,149,508
14,152,520
317,158,529
402,164,536
318,170,540
324,174,544
308,179,549
191,147,480
80,147,487
81,147,497
82,149,508
13,152,520
312,158,529
311,164,536
310,169,541
415,174,544
