Landmark,X,Y
61,184,439
146,180,445
91,176,452
181,171,462
84,168,474
17,171,488
314,175,500
405,183,509
321,192,514
375,200,517
291,206,520
185,186,444
40,189,450
39,193,458
37,198,468
0,199,481
267,204,491
269,205,502
270,205,509
409,206,515
78,184,443
95,185,450
88,186,456
178,186,463
87,187,472
14,189,483
317,193,492
402,196,499
318,199,505
324,202,510
308,204,516
191,185,450
80,186,456
81,187,463
82,188,472
13,190,483
312,194,492
311,197,499
310,199,505
415,201,510
