Landmark,X,Y
61,188,502
146,185,505
91,180,510
181,175,517
84,170,527
17,167,539
314,167,551
405,169,562
321,173,570
375,176,576
291,179,580
185,189,506
40,190,512
39,192,519
37,193,532
0,190,543
267,190,555
269,187,565
270,184,571
409,181,576
78,187,507
95,186,512
88,185,517
178,183,524
87,182,532
14,180,542
317,179,551
402,179,558
318,179,564
324,179,569
308,179,575
191,186,513
80,185,518
81,184,524
82,183,533
13,182,542
312,181,551
311,180,558
310,180,564
415,179,569
