Landmark,X,Y
61,385,558
146,388,555
91,391,552
181,394,547
84,397,541
17,399,534
314,399,527
405,397,521
321,394,516
375,392,512
291,390,510
185,384,555
40,383,551
39,382,546
37,381,539
0,383,532
267,382,524
269,384,518
270,386,514
409,388,511
78,385,555
95,386,552
88,386,548
178,387,544
87,388,539
14,389,533
317,389,527
402,389,522
318,389,518
324,390,516
308,390,512
191,386,552
80,386,548
81,387,544
82,388,539
13,389,533
312,389,527
311,389,522
310,389,518
415,390,515
