Landmark,X,Y
61,233,438
146,229,442
91,223,448
181,216,457
84,211,469
17,210,483
314,212,495
405,218,506
321,225,513
375,231,517
291,236,520
185,236,442
40,238,449
39,242,458
37,246,470
0,244,482
267,247,493
269,244,504
270,241,511
409,238,517
78,233,442
95,233,449
88,233,455
178,233,463
87,233,472
14,232,482
317,233,491
402,234,499
318,235,505
324,236,510
308,236,516
191,233,449
80,233,455
81,233,463
82,233,472
13,233,482
312,234,491
311,235,499
310,235,505
415,235,510
