Landmark,X,Y
61,255,540
146,259,543
91,264,547
181,272,551
84,281,554
17,291,555
314,301,555
405,309,552
321,315,548
375,318,545
291,321,542
185,257,536
40,261,532
39,267,527
37,278,522
0,289,524
267,300,523
269,311,528
270,317,533
409,320,538
78,259,540
95,264,539
88,268,539
178,274,538
87,281,538
14,289,539
317,298,538
402,304,539
318,309,540
324,312,541
308,316,542
191,264,539
80,268,538
81,274,537
82,281,537
13,289,537
312,297,537
311,304,538
310,309,539
415,312,540
