Landmark,X,Y
61,191,474
146,185,479
91,178,485
181,169,495
84,163,506
17,161,519
314,162,531
405,166,540
321,174,547
375,180,551
291,185,554
185,191,480
40,191,489
39,192,499
37,193,512
0,189,524
267,191,535
269,189,543
270,187,548
409,186,552
78,189,478
95,187,485
88,186,492
178,184,500
87,181,510
14,180,521
317,180,530
402,181,537
318,182,542
324,183,546
308,184,551
191,187,485
80,186,492
81,184,501
82,182,511
13,180,521
312,180,530
311,181,537
310,182,542
415,183,546
