Landmark,X,Y
61,200,473
146,195,478
91,188,484
181,179,494
84,172,508
17,169,523
314,169,537
405,173,548
321,179,555
375,185,560
291,190,563
185,200,480
40,199,489
39,199,501
37,199,516
0,194,530
267,196,542
269,195,550
270,193,556
409,191,560
78,199,477
95,196,485
88,194,492
178,191,502
87,188,514
14,185,526
317,186,536
402,186,543
318,187,549
324,188,554
308,189,559
191,196,485
80,194,493
81,191,503
82,188,514
13,186,526
312,186,536
311,187,543
310,187,549
415,188,554
