Landmark,X,Y
61,155,508
146,147,511
91,138,516
181,127,526
84,119,539
17,116,554
314,117,571
405,124,585
321,132,595
375,140,600
291,146,604
185,154,513
40,153,520
39,150,529
37,148,543
0,142,557
267,146,573
269,147,585
270,147,593
409,147,600
78,152,512
95,148,519
88,145,525
178,141,533
87,137,544
14,134,556
317,135,569
402,137,579
318,139,587
324,142,593
308,144,600
191,148,519
80,145,525
81,141,534
82,136,544
13,134,556
312,135,568
311,137,578
310,140,586
415,142,593
