Landmark,X,Y
61,242,408
146,238,412
91,233,418
181,227,428
84,223,441
17,222,456
314,224,470
405,230,483
321,237,493
375,243,498
291,248,502
185,245,412
40,248,418
39,252,427
37,255,440
0,254,453
267,257,466
269,255,480
270,252,489
409,250,497
78,243,412
95,243,419
88,243,425
178,243,433
87,243,443
14,243,454
317,244,465
402,246,475
318,246,484
324,247,490
308,247,498
191,243,419
80,243,425
81,244,433
82,244,443
13,244,454
312,245,465
311,246,475
310,246,483
415,247,490
