Landmark,X,Y
61,161,447
146,157,451
91,153,456
181,147,465
84,141,476
17,139,490
314,141,503
405,145,514
321,151,521
375,155,525
291,159,528
185,163,452
40,163,459
39,163,468
37,163,481
0,160,494
267,162,506
269,162,516
270,161,521
409,161,525
78,161,452
95,159,458
88,157,464
178,155,471
87,152,480
14,151,491
317,152,501
402,153,509
318,155,514
324,157,518
308,158,523
191,159,459
80,158,465
81,155,473
82,153,482
13,152,493
312,152,502
311,154,509
310,155,515
415,157,518
