Landmark,X,Y
61,275,443
146,268,449
91,260,456
181,253,467
84,249,478
17,250,490
314,255,499
405,263,506
321,273,510
375,281,512
291,288,513
185,277,446
40,278,452
39,279,459
37,282,470
0,281,483
267,288,493
269,290,502
270,290,507
409,290,511
78,274,447
95,272,454
88,270,460
178,268,467
87,266,476
14,267,485
317,270,493
402,275,498
318,279,503
324,283,506
308,286,510
191,273,453
80,272,459
81,271,466
82,270,475
13,270,485
312,274,493
311,278,498
310,281,503
415,283,506
