Landmark,X,Y
61,178,522
146,174,527
91,168,535
181,162,546
84,156,556
17,154,567
314,155,573
405,159,577
321,164,578
375,168,578
291,171,578
185,178,530
40,177,542
39,177,554
37,178,569
0,175,578
267,176,584
269,175,584
270,173,583
409,172,580
78,177,525
95,175,532
88,174,540
178,171,550
87,169,561
14,167,569
317,168,573
402,169,575
318,169,575
324,170,575
308,171,575
191,175,532
80,173,541
81,172,551
82,170,561
13,169,570
312,169,573
311,169,575
310,170,575
415,170,575
