Landmark,X,Y
61,171,510
146,165,510
91,156,512
181,145,517
84,137,525
17,134,536
314,136,550
405,144,564
321,154,574
375,162,581
291,168,585
185,173,512
40,172,515
39,171,520
37,170,528
0,166,537
267,169,550
269,169,563
270,169,573
409,170,580
78,169,513
95,166,515
88,163,518
178,160,523
87,157,529
14,155,537
317,156,548
402,159,559
318,162,568
324,164,575
308,166,581
191,166,517
80,164,521
81,161,526
82,158,532
13,156,540
312,157,550
311,159,560
310,162,569
415,165,575
