Landmark,X,Y
61,180,500
146,175,506
91,169,514
181,161,525
84,156,537
17,155,549
314,156,558
405,162,564
321,168,567
375,174,569
291,178,570
185,180,507
40,180,517
39,181,528
37,183,542
0,180,554
267,183,562
269,182,566
270,180,568
409,179,569
78,179,504
95,178,511
88,177,519
178,175,529
87,173,539
14,172,550
317,173,556
402,175,560
318,176,562
324,177,564
308,177,567
191,178,511
80,176,519
81,175,529
82,174,539
13,173,550
312,174,556
311,175,560
310,176,562
415,176,564
