Landmark,X,Y
61,389,554
146,391,551
91,394,547
181,398,541
84,401,533
17,403,524
314,404,516
405,404,509
321,402,503
375,401,500
291,400,497
185,388,551
40,388,546
39,388,540
37,388,530
0,391,521
267,392,512
269,394,505
270,396,501
409,398,499
78,389,551
95,390,547
88,392,543
178,393,537
87,395,530
14,396,522
317,397,516
402,398,511
318,398,506
324,399,503
308,399,500
191,390,547
80,391,543
81,392,537
82,394,530
13,395,523
312,396,516
311,397,511
310,398,507
415,398,504
