Landmark,X,Y
61,174,465
146,169,471
91,163,478
181,155,488
84,150,500
17,149,514
314,152,526
405,159,536
321,168,542
375,175,547
291,181,551
185,174,472
40,173,480
39,173,490
37,174,503
0,173,516
267,176,527
269,177,536
270,178,542
409,180,546
78,173,469
95,171,476
88,170,483
178,168,492
87,166,503
14,166,514
317,168,524
402,171,531
318,173,537
324,176,542
308,179,548
191,171,476
80,169,483
81,168,492
82,167,503
13,166,515
312,168,524
311,171,531
310,173,537
415,176,542
