Landmark,X,Y
61,268,427
146,264,431
91,259,436
181,256,443
84,254,452
17,256,462
314,260,471
405,266,478
321,272,482
375,277,484
291,282,484
185,272,426
40,276,428
39,281,432
37,286,440
0,288,451
267,292,460
269,292,471
270,290,477
409,286,482
78,269,431
95,268,436
88,266,440
178,265,445
87,265,452
14,266,459
317,269,466
402,272,471
318,275,475
324,277,478
308,281,481
191,272,433
80,275,436
81,277,440
82,279,446
13,281,453
312,283,461
311,283,467
310,283,472
415,282,476
