Landmark,X,Y
61,203,507
146,200,510
91,196,514
181,192,521
84,189,530
17,187,539
314,188,545
405,191,551
321,194,556
375,197,559
291,200,560
185,205,512
40,207,518
39,208,526
37,210,537
0,207,546
267,208,553
269,207,557
270,205,559
409,203,560
78,203,511
95,202,515
88,201,520
178,200,527
87,200,534
14,199,542
317,199,546
402,199,550
318,200,553
324,200,555
308,200,558
191,203,515
80,202,520
81,202,526
82,201,534
13,199,542
312,200,547
311,200,551
310,201,553
415,201,555
