Landmark,X,Y
61,159,471
146,154,478
91,148,486
181,142,498
84,138,512
17,140,527
314,146,539
405,155,547
321,166,552
375,175,555
291,183,557
185,160,478
40,160,486
39,162,496
37,166,510
0,166,524
267,173,535
269,175,543
270,178,549
409,180,553
78,158,475
95,158,483
88,157,491
178,156,500
87,156,511
14,158,524
317,162,533
402,167,540
318,171,545
324,175,549
308,180,554
191,157,483
80,157,491
81,156,500
82,157,511
13,158,524
312,162,533
311,167,540
310,171,545
415,175,549
