Landmark,X,Y
61,215,441
146,211,446
91,205,452
181,199,461
84,195,474
17,195,487
314,198,500
405,205,510
321,213,517
375,219,521
291,224,524
185,217,446
40,220,452
39,224,460
37,228,472
0,228,484
267,231,495
269,229,507
270,227,514
409,226,520
78,215,445
95,215,452
88,215,458
178,215,465
87,215,475
14,215,485
317,217,494
402,219,502
318,221,509
324,222,514
308,223,520
191,215,452
80,216,458
81,216,466
82,217,475
13,217,485
312,219,494
311,220,502
310,221,509
415,222,514
