Landmark,X,Y
61,214,497
146,209,501
91,203,507
181,195,517
84,190,530
17,189,543
314,193,554
405,200,561
321,209,566
375,215,568
291,220,569
185,218,502
40,221,510
39,224,520
37,228,534
0,226,547
267,230,557
269,229,565
270,227,568
409,224,569
78,214,502
95,213,507
88,212,514
178,211,522
87,210,532
14,210,542
317,213,550
402,215,556
318,217,559
324,218,562
308,219,565
191,214,508
80,214,516
81,213,524
82,213,534
13,213,544
312,214,552
311,216,557
310,218,561
415,219,563
