Landmark,X,Y
61,194,484
146,190,488
91,185,493
181,179,502
84,173,515
17,170,529
314,171,542
405,175,552
321,181,559
375,185,562
291,189,564
185,195,489
40,195,496
39,195,505
37,195,518
0,191,531
267,193,543
269,192,551
270,191,556
409,190,561
78,193,488
95,192,494
88,190,500
178,188,508
87,185,518
14,183,530
317,184,540
402,185,547
318,186,552
324,187,556
308,188,560
191,192,494
80,190,500
81,188,508
82,186,519
13,184,529
312,184,538
311,185,545
310,187,551
415,188,555
