Landmark,X,Y
61,148,468
146,144,475
91,139,484
181,134,497
84,133,511
17,137,525
314,144,537
405,155,544
321,167,547
375,176,548
291,184,549
185,149,475
40,151,482
39,154,491
37,160,504
0,162,518
267,171,528
269,175,536
270,178,541
409,181,545
78,148,472
95,148,480
88,148,487
178,149,497
87,151,507
14,154,519
317,160,528
402,166,534
318,171,538
324,175,542
308,181,547
191,148,480
80,148,488
81,149,497
82,151,507
13,155,519
312,160,528
311,166,534
310,171,539
415,175,542
