Landmark,X,Y
61,171,485
146,164,489
91,155,496
181,144,507
84,133,521
17,127,538
314,127,554
405,132,567
321,139,576
375,146,581
291,152,584
185,173,492
40,174,503
39,173,516
37,172,535
0,165,551
267,166,565
269,162,575
270,159,580
409,156,583
78,169,490
95,166,498
88,163,506
178,158,516
87,152,529
14,147,543
317,147,554
402,148,563
318,150,569
324,151,573
308,151,578
191,167,500
80,164,508
81,160,519
82,155,532
13,151,545
312,150,555
311,151,563
310,151,569
415,151,573
