Landmark,X,Y
61,165,497
146,160,505
91,153,515
181,146,529
84,142,544
17,143,559
314,147,570
405,155,578
321,164,582
375,171,584
291,177,585
185,165,506
40,165,517
39,166,531
37,168,547
0,168,562
267,173,572
269,175,578
270,176,581
409,176,584
78,164,502
95,163,511
88,161,520
178,160,532
87,160,545
14,161,558
317,163,566
402,166,572
318,169,576
324,171,579
308,174,582
191,163,511
80,161,521
81,161,533
82,160,546
13,161,559
312,164,566
311,166,572
310,169,576
415,171,579
