Landmark,X,Y
61,427,538
146,430,536
91,434,532
181,439,526
84,442,519
17,443,512
314,441,506
405,438,503
321,433,500
375,430,499
291,429,499
185,423,533
40,419,525
39,414,517
37,408,506
0,410,499
267,410,494
269,415,492
270,420,493
409,425,496
78,427,535
95,426,530
88,425,526
178,425,520
87,426,513
14,426,508
317,426,505
402,426,504
318,426,503
324,427,502
308,427,502
191,426,530
80,425,524
81,424,518
82,423,511
13,423,506
312,424,503
311,425,502
310,425,501
415,426,501
