Landmark,X,Y
61,183,509
146,178,513
91,172,520
181,163,528
84,155,540
17,150,554
314,150,567
405,153,579
321,158,587
375,162,592
291,166,596
185,184,515
40,184,523
39,185,534
37,184,550
0,179,564
267,179,577
269,175,587
270,172,592
409,169,595
78,181,514
95,179,522
88,177,528
178,174,537
87,170,547
14,167,559
317,166,568
402,165,576
318,166,582
324,166,586
308,167,591
191,180,522
80,177,528
81,174,537
82,171,547
13,168,559
312,167,568
311,166,576
310,167,582
415,167,586
