Landmark,X,Y
61,220,442
146,216,446
91,211,452
181,204,461
84,200,472
17,200,486
314,203,498
405,209,509
321,217,516
375,223,519
291,228,523
185,222,446
40,225,452
39,229,460
37,234,471
0,233,483
267,236,494
269,234,505
270,232,512
409,230,518
78,220,446
95,221,452
88,221,458
178,221,465
87,221,473
14,221,483
317,223,493
402,225,500
318,226,507
324,227,512
308,227,519
191,221,453
80,221,458
81,221,465
82,222,474
13,222,483
312,224,493
311,225,500
310,226,507
415,226,512
