Landmark,X,Y
61,173,506
146,167,513
91,160,522
181,152,535
84,147,550
17,146,566
314,149,577
405,156,585
321,164,590
375,170,593
291,175,595
185,173,515
40,173,527
39,173,541
37,175,558
0,173,573
267,177,583
269,177,589
270,177,592
409,176,594
78,172,511
95,170,520
88,168,529
178,166,541
87,165,555
14,164,567
317,166,575
402,168,581
318,170,585
324,172,588
308,174,592
191,170,520
80,168,530
81,166,542
82,165,555
13,165,568
312,166,576
311,168,581
310,170,585
415,171,588
